,name,youtube_code,clean,dirty,ability
43,Lone Dragon,/channel/UC62pL2GZUeMx-gSzQmnB6gw,0.0,0.0,0.6007501471820952
44,괴물쥐 유튜브,/channel/UCDBAVzfX3yZ1hah0FHnOoaA,8.656593005677375e-05,0.9998893439769744,0.09152417977911677
45,개리형,/channel/UCRpdlPk671uOMiBtf5HtB3Q,0.007910160347819328,0.9920225143432616,0.37264637780344856
46,압둘알리과로사,/channel/UC31ypOxFsuU3Q0OFpQzcQ3g,0.4991202627879829,0.500825063965749,9.890794754041644e-05
47,돼지저금통,/channel/UCEVnzHZkNMG-XFUGomZ24cg,0.5084235388785601,0.4903632606146857,0.12532427420343373
48,김왼팔,/channel/UCPI40-XQA9-GBGj2k8PPqfg,0.0,0.0,1.928806304918318e-05
49,Cowsep,/channel/UCgzC7SsCYSfGrVWoHQS5W8A,0.0,0.0,0.9888897043110774
50,눈언YT,/channel/UCt1dxdedblLX2PsSFFK0Hzw,0.0,0.0,-1.0
51,스페셜솔져 - 모바일FPS,/channel/UCU8zFvUOoHYB3DY5cKIiSKQ,5.418480941443704e-05,0.8723732829093933,0.156195656406523
52,T1,/channel/UCJprx3bX49vNl6Bcw01Cwfg,0.0,0.0,-1.0
53,문호준,/channel/UCeivPjjK9-cdj8-gw4-7JRg,0.0002363509638598771,0.9325992862383524,0.7574401726194135
54,강 지,/channel/UCIVFv8AiQLqM9oLHTixrNYw,0.07379045820298416,0.8900465674698352,0.115993102446581
55,탁주 TV,/channel/UC7nVGqibbYgrzh733LDffNQ,0.0,0.0,0.0010818839073180042
56,유키 YOUKI,/channel/UCidO_j4TWaTvUiid2WffuqA,0.4906135495984928,0.5037052766419947,0.3754664424704971
57,GCL 지씨엘,/channel/UCLuDznROytXtnMSDwo5aGJQ,0.000530440709553659,0.9992669224739076,0.08052865276113164
58,헬로[HELLO],/channel/UCsR07Y3qMhf_oKxit4xLoHg,0.0,0.0,0.0875397884523812
59,저라뎃 JUSTLIKETHAT,/channel/UC1dG3vI9FfHnH3YgyeKUz_A,0.001532635433068208,0.9984582662582396,0.42506204163003
60,코아 TV,/channel/UCdmPH-DTjL52x5K3lRvHYQw,0.0,0.0,0.00019074231386184687
61,로이조 TV,/channel/UCLJs55bZWMsCBPekt3vssoQ,1.5840562127777954e-05,0.9999790787696838,0.07674967914891362
62,유소나,/channel/UCxeWKVovE_mKNRCwAlpL87A,1.4224233382265085e-05,0.999980926513672,0.0023498088121414185
63,삼식,/channel/UCMOOio1GZ50OeJT58DGBQCA,1.0389678209321573e-05,0.9999439716339112,0.0022731806550707607
64,TV대정령,/channel/UCHsK9gl5aU0F3umrU4Zn_sA,0.0011674150787257533,0.8779786378145218,9.78946685792348e-05
65,수탉,/channel/UCw-JzmPsjRcbzJLncr4pIIA,1.495214928581845e-05,0.9999802112579346,0.17062428147619355
66,퀸톨 TV,/channel/UCiwOunGuqfKjcLIBsteAAJQ,0.9995684027671814,0.000409051775932312,0.0002051537687127736
67,퍼런안경_BLAS,/channel/UCSQkftbg2z4kz4NNBVs6CIQ,0.001909092185087502,0.9820958375930786,0.19874072214588526
68,Partition Zion,/channel/UCn_9mH91rLWez9SZ6AdjfYg,0.0,0.0,0.25109756877009193
69,형독방송,/channel/UCJDEss5wA1ddrCBC40giO8A,0.00011037337753805328,0.9998851716518402,0.04676769399818359
70,서넹,/channel/UCylzl5EMsHKCMeUe2TLKLKA,0.003396762488591776,0.9963741898536682,0.004158914089202771
71,Official Dopa,/channel/UCt15X5eHLwyP8PpNtQTkuDQ,0.0005975683528959054,0.9982641458511352,0.6316520999184592
72,GreatMoonAroma 대월향,/channel/UCWL_9MaaMy8ObTDPmVHemjA,0.0,0.0,0.08806134624914685
73,LCK,/channel/UCw1DsweY9b2AKGjV4kGJP1A,1.0907587087179612e-05,0.9849623044331868,0.5645400405840064
74,신비아파트 공식채널 - The Haunted House,/channel/UCoHsxU1eDWHom6D7Fce6kLA,0.4989780346368207,0.4974355952581391,3.4539138569544825e-05
75,김성회의 G식백과,/channel/UCZ0bi2aVJngKLwFTU5g_fLQ,0.12962756863737465,0.8693896349577699,0.08346083285944883
76,꿀탱탱,/channel/UCAJAJ9bAvfjFLRrsqeumJIA,8.359250568901186e-05,0.9994333982467652,0.5911380370536271
77,밍모,/channel/UCgjaQlejpAnIu0q-xtVfTEw,1.1343112419126555e-05,0.999980092048645,2.117951711022581e-05
78,Clevr TV [클레버티비],/channel/UCnMBn-PNx1M9TLF0s-sEDeQ,0.0,0.0,0.00011387467384338379
79,프레이 TV,/channel/UCSzHok6X5qXEO7cjvVnE62g,0.0,0.0,0.6711753473968698
80,똘킹,/channel/UCnQRkIhRmXrxGrK4-8n-lVw,6.239292512570198e-05,0.8879092534383138,0.002392397685484382
81,JUNE,/channel/UCL_IvtOZo6sONpiydbzzHpA,1.7962876881938428e-05,0.9999779462814332,0.2282058613116253
82,진호,/channel/UCXZaTqDKXHmNfKZ1ywhxe0w,0.7138677835464478,0.025738200172781944,0.250020180434376
83,OGN,/channel/UCKDkGnyeib7mcU7LdD3x0jQ,0.00047635945975343935,0.9784778157869974,0.06005340062384845
84,글자네 YouTube,/channel/UCb5NLtXAsTBrmaZVhyFa-Wg,0.0001483166188336327,0.9932640567421912,0.40545824452125934
85,백크 Baekk,/channel/UCugNO83_V7xZLzCsjpABGeg,1.8954936422233004e-05,0.977459987004598,0.26942235526953684
86,비누TV,/channel/UCbLispC1ydHSC_69kjZI6hw,0.001243134424839809,0.8957174122333527,0.10012649913915084
87,주키니TV,/channel/UCZ-UuK86Bk5sGzQQ2cEglJQ,1.6233636415563524e-05,0.999944806098938,0.00015002489089954718
88,빅헤드,/channel/UCAJ-meoCh1TrPZ7La3UpPrw,0.4958639372089237,0.5041211019270122,0.3635720863415124
89,자몽티비,/channel/UCHsNxA14lzqnrm0mW7GQIXA,0.0,0.0,0.3997912394748709
90,김희철 KimHeeChul,/channel/UCldBBBC3KowWN7ScJRQlZyg,0.14218222452252252,0.8560491534881294,0.2480932776853706
91,쵸쵸우,/channel/UCzoP3s16B9hP7f_qIc6DReQ,0.0,0.0,1.557668050122807e-05
92,두치와뿌꾸,/channel/UCl402YYy7RcH7PBI3npmGPQ,0.0,0.0,0.11543595688754073
93,각별,/channel/UCDrAR1OWC2MD4s0JLetN0MA,2.6767316740006212e-05,0.9999697208404541,0.0003990994559394112
94,Game Land,/channel/UCdkCeGJ9G9Y5N0SReSPo5Tw,0.0,0.0,-1.0
95,루태TV,/channel/UCzPLwuw2vJgxtEQk2nM4TVg,0.0,0.0,0.007000945116344415
96,방앗간 비둘기,/channel/UC1MO5uem_t8lRgvIBF9u83w,0.4900706662883749,0.5098694404587151,8.273124694757605e-06
97,롤큐 LOLQ,/channel/UCa-IaOPw5r1oQ4vuf3QjEPA,0.0,0.0,0.0017338544130324207
98,Today on the Korean Server,/channel/UC65ZDJCYI1dwzj48XIeuOBA,0.0,0.0,-1.0
99,견자희 스튜디오,/channel/UCBvkQFBskQR9NeOoDYR8ckA,0.0003497178204270313,0.9996385773022972,3.498442032756621e-05
100,이석현,/channel/UCVZI7eLie2UlZph6aiBRNrw,0.0,0.0,-1.0
101,마플 마인크래프트 채널,/channel/UC1q4Ihlv_YhLELw-ijE0Diw,0.3284038512259333,0.6685446770861745,0.05039252546484918
102,썩쏘TV,/channel/UCp77saYy1V_F3dld7GfJrcg,0.0,0.0,1.8763542175226355e-05
103,이설 Leeseol,/channel/UCHqvLC2ilL2M4_SpoFiWtuQ,0.00014613336770707977,0.9998488128185272,0.19992254580138247
104,3D운전교실,/channel/UClsIn5fbUo2pSJN_3lhnDag,8.708324457984418e-05,0.9998980760574341,0.10185628402120384
105,휴지,/channel/UCj1dw4G9v09OLXIxiL_VUEA,0.0001958907555490441,0.999355971813202,0.08496941802695801
106,탬탬버린,/channel/UCCA8UWUW80iHqK9ymdjRwPg,0.4334057456557771,0.5410536557425406,0.0014373682163379975
107,풍월량,/channel/UCyHvSKT_bLDYpkv1JjjsLAg,0.8629128197146201,0.1339359693636652,1.6063451767189815e-05
108,재민TV,/channel/UCfnMSbA2Bfi4cnuuN2pa0HA,9.095258454700732e-05,0.9986619779041837,0.09330639536619856
109,닥터파이어,/channel/UCUsrcN6Vtqr05ibbow_rnBw,6.818869587732479e-05,0.9999192953109741,0.00029907226562497785
110,임선비,/channel/UCC4QcwDnXG5poPg__kD4YmQ,0.014931193116960154,0.9814923803011576,0.092639670744878
111,핑맨,/channel/UConOmISJY0oZHRhWGyvdQ2A,0.5203709006309509,0.14563825726509094,0.13373178436146793
112,희바HEEBA,/channel/UCrLxiPkgUEEnItqryMFVG2g,1.6604544271103805e-05,0.9999778866767884,0.16694585575199494
113,오버워치,/channel/UC-2wa6jvprl7hfCpvw0ULzg,0.0,0.0,0.3755010927389203
114,김계정,/channel/UCM9m5BHwm-lU7tK07co3ClA,1.7604026652406898e-05,0.9999780654907228,0.00021919111410761968
115,옥냥이 RoofTopCAT,/channel/UCcdlIcleb4oIK6of1ugSJ7w,0.33336031387716497,0.6662153634339727,0.00019302538463039642
116,투보,/channel/UCTSaxXnhUcrhv984bVpDr6Q,0.004284228573699996,0.9894238213698068,0.06678630222377235
117,늪지대에서 생긴 일,/channel/UC2uID-rcbLMi3RxZmZtwSZg,2.0655484452921275e-05,0.9999520778656006,0.045738432123774375
118,League of Legends - Korea,/channel/UCooLkG0FfrkPBQsSuC95L6w,0.0,0.0,0.14085554022499958
119,차도르,/channel/UCtj_00nn_viF6wJNeqgpEiA,0.0,0.0,9.357929229625308e-06
120,멋사유튜브,/channel/UCIhfL5TX-FODmWcX2k1uWHg,0.03539727908355417,0.9638078957796096,1.2142317635577273e-05
121,눈꽃,/channel/UCnxOGZwppMFnMYS-eUJtwXw,5.8477693073655246e-05,0.9998974800109864,0.14714311776991118
122,개구릿대,/channel/UCR0aLp4aIvxS07g6rGWZr_g,5.842863356519956e-05,0.9999085664749146,0.2992501071210427
123,팡이요,/channel/UCUR5w0E-jQTOO8Q0FZ4ilYQ,0.004027413512631028,0.9607485979795456,0.11255131770740268
124,모아요,/channel/UCtJpqaQ0XAmX5uYZ48crOdQ,0.0,0.0,4.215637842819309e-05
125,San E,/channel/UCrhgVHA_uAiT9BoGV9qRKvg,1.5118748056660739e-05,0.999979853630066,0.23814096609755694
126,앰비션 유튜브 [AMTUBE],/channel/UCHYMpkGhNIr8A0m2H3lIjUA,0.0,0.0,-1.0
127,찬이TV,/channel/UCt51IEo3ZxxOysVAG_ylR6w,0.0,0.0,0.1359601199626923
128,뽁구BBokTV,/channel/UCO5bdxKgKczSpjFbfsGykmA,0.17480106648908986,0.8251515239477157,0.3529891679034549
129,야옹해 바바 Miaow baba,/channel/UClSuqiIAACDUJrH3gb4JcLQ,3.446089249337092e-05,0.9824376702308656,1.3494491577170642e-05
130,꽃핀,/channel/UC2MgNh831KCMuYkK7u8C2dg,1.4496514722850408e-05,0.9999700784683228,6.193584865998858e-05
131,가브리엘,/channel/UC2FDVyrQnjoZCUyk9fmqd9g,2.776999599518604e-05,0.9998617589473724,0.2898169944649083
132,배틀그라운드 모바일 - PUBG MOBILE,/channel/UCXVVG5ZM3SJJCh94xatR8Dg,0.0,0.0,0.20521976306724052
133,[꿀템TV] 클템 유튜브,/channel/UCvrxJgD0T_TFvgsO2nA-fDQ,0.0,0.0,-1.0
134,초깨비의노래워치,/channel/UCZnrdNaOFqniv7qEEqQFvIg,0.0,0.0,0.009620177745819249
135,튜브김민교,/channel/UCBA9XaL5wCdHnC5EmEzwrqw,0.0,0.0,0.291643078074313
136,해물파전TV,/channel/UCqIwPYLfMd3EoWYwvyTjPnA,0.9977873861789704,0.001426541799446568,0.330382063585024
137,김레인,/channel/UCj9LQu5-mfrf6imcyrnZfug,0.00023768573146298882,0.9970866342385608,0.02155624203225404
138,범석TV,/channel/UCz1Gc37nWsdF_jbJ_SvMl4g,0.9958563446998596,0.00393577991053462,1.887480417883669e-05
139,HeopopGames 허팝게임,/channel/UCobtktl5cCEYuAKLSY0vc2w,0.3331365249690255,0.6668185952003114,7.163882255556421e-05
140,공룡,/channel/UCWf4QKgnTyvmehcRqw-JldQ,0.0,0.0,0.3598654190170999
141,장덕대 초심찾는 채널,/channel/UC75lZzaXiCn0EYTwg9MB5vg,1.4160832506604493e-05,0.9999721050262452,1.0967254638560853e-05
142,롤박사 해도리,/channel/UCCMQyaKDjQJY79VimTdaYYQ,0.0,0.0,7.795294125878538e-05
143,프로관전러 P.S,/channel/UCqI5lyTpC79pOy2D-VXAMdA,0.0,0.0,0.08002955010250358
144,이상호,/channel/UCfIUuMA7U_jImP7oWfTe4Pw,0.0030865424778312445,0.993504524230957,0.09520647426446284
145,Core-A Gaming,/channel/UCT7njg__VOy3n-SvXemDHvg,0.0,0.0,0.14320399029254194
146,푸린,/channel/UC7bcRlidTERRb_MKRHPVSnw,0.0,0.0,0.36368466543965694
147,TEAM UNIVERSE,/channel/UCDRtZhASdfRnyhae7s-UemA,0.0,0.0,0.0004446009794871753
148,이태준,/channel/UC5gp0nGTdJ56YKzI40v0cRg,0.0002130857437805389,0.9078222513198853,0.31902553226631003
149,YOU TUBE공갈,/channel/UCJ7PxHj3J_YeH1N2spjR6NQ,0.2332151104906188,0.7275617476552725,6.248269762321179e-05
150,동동 TV,/channel/UCmP6N0_CMbMUYwQRaPoFyng,5.085904194856994e-05,0.9999439120292664,0.001827038824558369
151,미라클TV,/channel/UCLHwMFguUxHVSk91vzicEJw,0.5007764876354486,0.3093877087812871,0.4658373911357999
152,하창봉,/channel/UCilYpdgaNbW8x8_E83vomNw,1.0746196494437752e-05,0.9999454418818156,0.16048388171391426
153,Summoners War Esports,/channel/UCy5CDpZBPxd9O20BnIt8YWg,0.0,0.0,-1.0
154,성시훈 유튜브,/channel/UCQgu0whGhuJ2Hr8u6htgxxw,0.4998199437241056,0.5001505121181253,0.00012090206146242456
155,서새봄,/channel/UCYtNOIg99pgGcrE4Uo44OdQ,0.012697973077592906,0.8358844220638275,5.862116813659668e-05
156,Loud G,/channel/UCYP2aGg8h_9JHqNQBHNKp7w,1.0083538654725999e-05,0.9999617338180542,3.935769200325012e-05
157,빅윈TV,/channel/UCbt557PsOnMaspiSUjuSVVw,0.0003817873124110823,0.9984783728917441,0.12132028808843065
158,미라지,/channel/UC73j3rtkjb3qCvC7XZidzmw,3.901127972009514e-05,0.9999391237894694,0.29232704222128325
159,빅민 GAME,/channel/UC2WbWQ3tQNeCRyXBsAeqWhw,0.0,0.0,0.00013862053553259646
160,발__젭,/channel/UCQ9eDVhFn_jq7eTpjf21ouA,0.9969148635864258,0.0029789651744067678,0.2497162212644071
161,도로시Games,/channel/UCulur1hLC2ca8oJn0xt9ojA,0.0,0.0,0.04976123571395885
162,아려랑,/channel/UCFMzJRPsLOL17lwxN_MdcnA,0.000183306643521064,0.9685651361942292,0.00010064244270324708
163,플레르TV,/channel/UCwiCv-ym6TQhMWhN23jVQkA,0.0,0.0,0.002701838811238644
164,랩해도돼?RAPTUBE,/channel/UC13r2XVC5h3unwWgo25puAw,0.0,0.0,-1.0
165,MadLife TV,/channel/UCj1RW5MrOLh_VrX3yHF_yow,5.439503888737818e-05,0.9149502068758012,0.5500805845453671
166,만만,/channel/UCRY0vKmqFmQ4XCJomWMBf-w,2.035610486927908e-05,0.9999757409095764,0.14275645191914266
167,딕스Dix,/channel/UCOtcE3XmueVr78j8RCnr1QQ,0.00012981292301057174,0.9998404128210884,0.00010286136106996137
168,바이준 BYJUN,/channel/UC3htcPlye6noa3pAgegT2AQ,0.0,0.0,0.20366861655825885
169,청원이,/channel/UCCs1YZHxUTIbLZd-xrvvMCw,0.0,0.0,6.712334496639105e-05
170,YT Apple,/channel/UCmcd3r7AsHjm3deMgx1ZPiw,0.5003650353173725,0.4991771923814667,0.04373815407355641
171,Ras Apex,/channel/UCkiCNZ6c5Th3NpL2U8IhUWw,0.0007056793896481395,0.9985281348228454,0.3871850954993451
172,주둥이방송,/channel/UC9ta639M37zzWKwo7kKc80A,0.0002884197165258229,0.9973672032356262,9.34600830082566e-06
173,GH'S,/channel/UCdrBnBNLsN4_cH32HWbr9qg,0.0,0.0,0.36940059526241387
174,클래시 로얄,/channel/UCgT2gPsXQ0jqb3poL5wN31Q,0.00015107354556676,0.9998083710670472,0.05110631205818883
175,김진솔,/channel/UC2qm7lVDDnGuvNj6D9jHFkA,0.0,0.0,0.3764470912192337
176,걸뽀girlbbo,/channel/UC_VOIxjBN_WIPKxpPs1omZQ,0.5608847737312317,0.04330045357346535,0.2933647271729569
177,흑운장TV [BLACKTUBE],/channel/UCdtV_sB8WUWo-P_q3OwNfcw,1.534878356324043e-05,0.9999802112579346,0.3334938799199941
178,옴므,/channel/UCSWMuYooxYPorJSumJbLzCQ,0.025807095087657213,0.9701837003231047,0.16511427373302467
179,쉐어TV,/channel/UCb0eyf03Jz8Q5j2q65TzCoA,0.6657524570637179,0.3339787869869421,0.037836530804634005
180,양아지,/channel/UCmMxEFwIOMGGoThkmtZZOvQ,0.4998355991956487,0.5001548434811411,0.003183531133752027
181,비콘 TV,/channel/UCT_Sf9z6Cqy11VHOfbnQPNQ,0.0,0.0,0.2503414981183596
182,인피쉰,/channel/UC-okJdotaXPlzivRzHFqzuA,0.4997723543115171,0.5000902122774278,0.4286344681485763
183,TheRankings,/channel/UCv0Fm-Ge7D_zmN9Gw9x2cMA,0.12636616230361142,0.7918501789390575,0.1590625774129769
184,홍방장,/channel/UCHxrU6bjWrnBfmReUAeztcw,2.2422787272565376e-05,0.9999683698018392,0.0004538893699645996
185,다주,/channel/UCawY6uW94r1JcBuOTqHDfow,0.0,0.0,9.610917833124956e-05
186,떡호떡,/channel/UCqMixH4Cc7CdySihHG4kkIA,0.4982075746520422,0.5017228063661605,0.07705946569331001
187,버섯도리,/channel/UCYhUJGAH6HhOUJokzRupkpQ,0.0,0.0,2.6047229766845707e-05
188,채널 명예훈장,/channel/UCs0LzOveQMLImmmTrMmP2sg,0.0004189569153822959,0.9987127780914308,0.6428807319814172
189,Landing TV,/channel/UCkwRQReFyYUHzPqGk5vO7Tg,0.1911727902986513,0.7683237418532372,0.19629071503883702
190,클래시 오브 클랜,/channel/UCORzNUvBtd0j_wraSf88Y4w,0.0,0.0,0.3873797685737373
191,군필여고생 후추,/channel/UCscL0E82anT7mtoQjJTV6Mg,0.00014550375544786218,0.9997000098228456,0.00019844770431520772
192,에렌디라,/channel/UC6xWZn2suKPqAQkidOiMeHg,0.0,0.0,0.2239534519612789
193,Project LOL,/channel/UC5WxymH7e2H_SGjJyvTb-iA,0.07720680706930019,0.9039971724985384,0.20997090498430127
194,나라카일,/channel/UCdMevbThDzHEbiqu0MhyfAQ,3.7762218198622584e-05,0.9998911470174788,0.5095231948443446
195,MariAndGames,/channel/UCFt6SlUqvKDCwva8nzTBXUQ,0.0,0.0,-1.0
196,콩콩이다,/channel/UCzjEp3u8RMkOJwpc3RzxmWg,1.4703124179504813e-05,0.9999812841415404,0.2297109625570346
197,운학 TV,/channel/UChbSCzDSKP_m4V5aEX1bmCA,0.0,0.0,0.06627604365348816
198,유혜디,/channel/UCMBbYvXl8iHmtdtlkXt0yYA,0.2308261360813049,0.6043979028860728,0.13420419842077536
199,거눈 GONOON,/channel/UCSGi7jxv1fqTx9hYI_lrGdg,0.0,0.0,0.20366861655825885
200,꽃영,/channel/UC8rDleR669f72Sha9PQK11A,2.0577637769747525e-05,0.9999713897705078,9.715557098388672e-06
201,하승진,/channel/UCINRJxfiq8pXfQm1EucWFfw,0.0,0.0,0.7987287862189987
202,준등,/channel/UCcgCkpS7T7yXztF30hzy8DQ,7.083224909365526e-05,0.917193129658699,0.00011672079563140869
203,집마 홀릭,/channel/UCmZeuRfHYowZhf6odtoaNdg,0.0,0.0,1.0907649993785464e-05
204,지덥,/channel/UCQBl5ytG10Y_tnWe__8kUJw,0.0,0.0,0.0003931224346159778
205,랄로,/channel/UCD2YO_A_PVMgMDN9jpRrpVA,7.68525357367859e-05,0.9687933623790741,0.1818920804494568
206,도애니 DO animation,/channel/UCqgxGebwwkoldbl3h7UoUiQ,0.0,0.0,0.0022094011306762478
207,이영호FlaSh,/channel/UC4TDU9SEVB0EgslnTI2O9IQ,9.130025652363356e-05,0.8876653114954629,0.4936573317398904
208,쫀득TV,/channel/UCmCNgLHdknmCdQelpwxQvvg,0.0009922966128215194,0.9989964365959167,0.0023582908842300077
209,YouTube지누,/channel/UCJGww2K__Q3y-MtDi0XWH2w,1.4696011021442246e-05,0.999948501586914,0.0010423792733086355
210,ZealsAmbitions,/channel/UCpDcj6E73QeFkmqk7gH5wxA,0.0,0.0,-1.0
211,플레임TV,/channel/UCDLDbittWhk2KXvaCT0YpZQ,8.497413182340097e-05,0.9929181933403016,0.040450940529505375
212,팍플레이Pacplay,/channel/UCZecnuVvQnBCoopyobFdDZg,0.0,0.0,0.0005535930395126343
213,GOIS,/channel/UCEIzrF00OYA8B-WqAN5vUmg,0.0,0.0,9.939074516296388e-05
214,보물창고,/channel/UCRwMczVQ8Jr8_8Dd8o7hPnQ,0.00031910975576465717,0.9592496752738952,0.09534702223269642
215,메이플 이득충,/channel/UCnHpxlp418JpbxtVEfPRK4Q,6.593187436010339e-05,0.8796464800834656,0.06695220246911038
216,노돌리,/channel/UCNvGiN93jKCp39Jsq31BMmg,1.7220965067584374e-05,0.9998721877733866,0.13954231855010826
217,영래기,/channel/UCcvKf8NxAw9i09hZw1MQPBQ,1.0417157682240939e-05,0.9999780654907228,0.001716330647468567
218,가이코GK,/channel/UCYWW_lthmN8cvuIaN0G9D6g,0.1701142186029756,0.7775411185469817,0.05349785881116997
219,엔젤 유튜브,/channel/UCt5e5QXzt_Ub5azmAk4ozAw,0.000287700954383278,0.9996932148933412,0.4345248268709838
220,PAPADOG,/channel/UCYwV9dJhAQSFrFU9JyQ5t1g,1.9647985482151853e-05,0.999973475933075,0.14204680515331347
221,지라라,/channel/UCdRDEMsLzDgoXY0AdQ1yN8g,2.120100998581621e-05,0.9999716281890868,0.14809997282147958
222,44층 지하던전,/channel/UCbErjjRiLboO1q0ha-R0OGA,2.0727584342239425e-05,0.920527309179306,0.07105572410255279
